establishment_id,establishment_name,mgr_id,zipcode,lat,long,city,state,no_of_rooms
706,Supertel Houston,24823,77018,29.82703,-95.42571,Houston,TX,76
707,Supertel Boyce,48326,71409,31.31287,-92.69954,Boyce,LA,176
708,Supertel Mayhew,16446,39753,33.48441,-88.63052,Mayhew,MS,83
709,Supertel Edmore,1724,48829,43.40027,-85.02037,Edmore,MI,76
710,Supertel Montclair,40224,7043,40.84411,-74.20041,Montclair,NJ,106
711,Supertel Melrose,49751,32666,29.72301,-81.99145,Melrose,FL,105
712,Supertel Luna Pier,7929,48157,41.81495,-83.43776,Luna Pier,MI,150
713,Supertel Chicago,38838,60632,41.81141,-87.71348,Chicago,IL,223
714,Supertel Warriormine,5943,24894,37.25186,-81.69052,Warriormine,WV,37
715,Supertel Clifton,2236,66937,39.58959,-97.26493,Clifton,KS,242
716,Supertel Bennet,27768,68317,40.67325,-96.50451,Bennet,NE,186
717,Supertel Eden,48653,14057,42.64587,-78.87542,Eden,NY,47
718,Supertel Orem,3799,84057,40.31427,-111.70948,Orem,UT,217
719,Supertel Beaver Dams,34927,14812,42.29199,-76.99413,Beaver Dams,NY,176
720,Supertel Baxley,2111,31513,31.77792,-82.34622,Baxley,GA,147
721,Supertel Ringling,26645,73456,34.12211,-97.62412,Ringling,OK,295
722,Supertel New Lisbon,32646,8064,39.93657,-74.61095,New Lisbon,NJ,139
723,Supertel Liberty,24539,67351,37.14066,-95.56698,Liberty,KS,54
724,Supertel Port Norris,3158,8349,39.266,-75.06337,Port Norris,NJ,154
725,Supertel Jefferson,30540,50129,42.01335,-94.3764,Jefferson,IA,167
726,Supertel Lengby,12799,56651,47.43883,-95.6172,Lengby,MN,61
727,Supertel Wahiawa,17382,96786,21.53733,-158.02331,Wahiawa,HI,177
728,Supertel Winters,46807,79567,31.97678,-99.97787,Winters,TX,279
729,Supertel Fairview,33006,84629,39.76574,-111.44752,Fairview,UT,161
730,Supertel Pleasant Shade,12105,37145,36.38179,-85.91203,Pleasant Shade,TN,252
731,Supertel Deweese,47471,68934,40.33831,-98.15962,Deweese,NE,33
732,Supertel Alma,16336,80420,39.31451,-106.10553,Alma,CO,147
733,Supertel Gardendale,48878,35071,33.70376,-86.84286,Gardendale,AL,72
734,Supertel Wrightsville Beach,9720,28480,34.21679,-77.79957,Wrightsville Beach,NC,151
735,Supertel Hamlet,37636,28345,34.87464,-79.6716,Hamlet,NC,298
736,Supertel Rogersville,3218,37857,36.42145,-82.94269,Rogersville,TN,149
737,Supertel Union,2267,98592,47.32895,-123.07907,Union,WA,173
738,Supertel Tebbetts,15759,65080,38.63231,-91.97713,Tebbetts,MO,90
739,Supertel Point Comfort,48318,77978,28.69152,-96.5991,Point Comfort,TX,23
740,Supertel Colonial Beach,31309,22443,38.18078,-76.99776,Colonial Beach,VA,170
741,Supertel Saint Anthony,10470,47575,38.32314,-86.81128,Saint Anthony,IN,62
742,Supertel Atlantic Beach,39636,28512,34.69857,-76.77505,Atlantic Beach,NC,251
743,Supertel Guion,24406,72540,35.93355,-91.9096,Guion,AR,41
744,Supertel Dungannon,8156,24245,36.84045,-82.51598,Dungannon,VA,221
745,Supertel Gilsum,19558,3448,43.03996,-72.26448,Gilsum,NH,96
746,Supertel Catonsville,785,21228,39.27272,-76.74687,Catonsville,MD,71
747,Supertel Truchas,35739,87578,36.04392,-105.78539,Truchas,NM,104
748,Supertel Hermosa,33320,57744,43.7773,-103.02415,Hermosa,SD,112
749,Supertel Vulcan,553,49892,45.77547,-87.77243,Vulcan,MI,249
750,Supertel Raymond,21100,57258,44.88434,-97.9246,Raymond,SD,136
751,Supertel Savannah,11412,64485,39.95325,-94.8184,Savannah,MO,74
752,Supertel Dedham,2518,51440,41.9117,-94.81379,Dedham,IA,121
753,Supertel Aroda,38646,22709,38.32769,-78.21732,Aroda,VA,146
754,Supertel Garland,27665,75042,32.91401,-96.67466,Garland,TX,65
755,Supertel Beatty,13830,97621,42.51504,-121.2881,Beatty,OR,287
756,Supertel Schuyler,6284,68661,41.49559,-97.08347,Schuyler,NE,185
757,Supertel Milford Center,44764,43045,40.16932,-83.44975,Milford Center,OH,260
758,Supertel Pampa,44343,79066,35.49929,-101.03423,Pampa,TX,215
759,Supertel Emigsville,16934,17318,40.01847,-76.7265,Emigsville,PA,257
760,Supertel South Plymouth,40072,13844,42.60927,-75.68083,South Plymouth,NY,205
761,Supertel Garvin,36480,56132,44.20196,-95.75792,Garvin,MN,286
762,Supertel Jackson,26147,30233,33.29492,-83.97501,Jackson,GA,192
763,Supertel Fort Wayne,33741,46808,41.09887,-85.17619,Fort Wayne,IN,219
764,Supertel Galena,8103,61036,42.4172,-90.39816,Galena,IL,54
765,Supertel Sunshine,30627,70780,30.29538,-91.16993,Sunshine,LA,260
766,Supertel Panama City,28672,32403,30.05337,-85.55679,Panama City,FL,198
767,Supertel Troy,17459,48098,42.59903,-83.1789,Troy,MI,188
768,Supertel Ruth,32364,89319,39.27915,-114.98724,Ruth,NV,166
769,Supertel Portage,35433,49024,42.20207,-85.61917,Portage,MI,122
770,Supertel Laurens,27386,13796,42.5513,-75.13644,Laurens,NY,228
771,Supertel Wenham,43892,1984,42.60078,-70.8826,Wenham,MA,155
772,Supertel Red Level,27041,36474,31.42664,-86.62022,Red Level,AL,115
773,Supertel Vass,20367,28394,35.21652,-79.23777,Vass,NC,145
774,Supertel Rudolph,17441,54475,44.48204,-89.78825,Rudolph,WI,161
775,Supertel Tampa,7795,33621,27.8436,-82.50089,Tampa,FL,210
776,Supertel Raleigh,36972,27607,35.82145,-78.72697,Raleigh,NC,134
777,Supertel Altamont,17269,37301,35.42765,-85.80295,Altamont,TN,247
778,Supertel Cavour,23020,57324,44.30154,-98.04535,Cavour,SD,83
779,Supertel Medina,27368,58467,46.8746,-99.34103,Medina,ND,238
780,Supertel Campbell Hill,31304,62916,37.93722,-89.56947,Campbell Hill,IL,252
781,Supertel Washington,31191,73093,35.10321,-97.4966,Washington,OK,215
782,Supertel Farragut,23689,51639,40.71859,-95.47362,Farragut,IA,83
783,Supertel Neshanic Station,31932,8853,40.52879,-74.74246,Neshanic Station,NJ,240
784,Supertel Amigo,43751,25811,37.60835,-81.3065,Amigo,WV,197
785,Supertel West Long Branch,3349,7764,40.28832,-74.01854,West Long Branch,NJ,185
786,Supertel Poth,7886,78147,29.07375,-98.08017,Poth,TX,194
787,Supertel Richmond,48236,5477,44.3936,-72.99152,Richmond,VT,40
788,Supertel Philadelphia,22685,19116,40.11655,-75.01399,Philadelphia,PA,156
789,Supertel Pipe Creek,13957,78063,29.68793,-98.91424,Pipe Creek,TX,30
790,Supertel Natchitoches,12579,71497,31.74902,-93.09795,Natchitoches,LA,223
791,Supertel Blairsville,40654,15717,40.45354,-79.23896,Blairsville,PA,79
792,Supertel Minneapolis,5059,55416,44.94961,-93.34157,Minneapolis,MN,48
793,Supertel Robinson,19224,58478,47.16008,-99.74543,Robinson,ND,194
794,Supertel Raleigh,11934,62977,37.85179,-88.54384,Raleigh,IL,151
795,Supertel Rosendale,26346,12472,41.84732,-74.07447,Rosendale,NY,200
796,Supertel San Antonio,40147,78249,29.56752,-98.614,San Antonio,TX,292
797,Supertel Aniak,37054,99557,61.44142,-155.90217,Aniak,AK,216
798,Supertel Lake Forest,5750,60045,42.23807,-87.87006,Lake Forest,IL,30
799,Supertel Elsmore,15542,66732,37.80097,-95.1947,Elsmore,KS,179
800,Supertel Fleming,21764,45729,39.41653,-81.60828,Fleming,OH,282
801,Supertel Hartfield,6966,23071,37.54326,-76.45228,Hartfield,VA,66
802,Supertel Prospect,32504,13435,43.30255,-75.15134,Prospect,NY,258
803,Supertel Fredonia,49586,42411,37.20315,-88.02852,Fredonia,KY,86
804,Supertel Washington,26736,20017,38.93813,-76.99294,Washington,DC,73
805,Supertel Louisville,41631,40291,38.1275,-85.57823,Louisville,KY,150
806,Supertel Golden,10819,80419,39.7284,-105.20239,Golden,CO,271
807,Supertel Fresno,48620,43824,40.36407,-81.76116,Fresno,OH,228
808,Supertel Gonvick,42264,56644,47.78095,-95.51263,Gonvick,MN,232
809,Supertel Highland Park,10232,60035,42.18358,-87.8106,Highland Park,IL,289
810,Supertel Elkhart,44946,46516,41.6756,-85.94584,Elkhart,IN,121
811,Supertel Dunlo,19955,15930,40.29468,-78.71732,Dunlo,PA,241
812,Supertel Opp,32509,36467,31.2795,-86.25579,Opp,AL,64
813,Supertel Indianola,47284,15051,40.56812,-79.86076,Indianola,PA,50
814,Supertel Oak View,1254,93022,34.40324,-119.29836,Oak View,CA,92
815,Supertel Lesterville,5578,57040,43.06206,-97.58582,Lesterville,SD,40
816,Supertel Cyclone,34035,24827,37.75186,-81.65997,Cyclone,WV,82
817,Supertel Smicksburg,43767,16256,40.8661,-79.13611,Smicksburg,PA,221
818,Supertel Laurens,526,29360,34.49361,-82.04884,Laurens,SC,69
819,Supertel Hughson,39666,95326,37.58998,-120.8531,Hughson,CA,202
820,Supertel Muskegon,22851,49440,43.23852,-86.25387,Muskegon,MI,164
821,Supertel Alloy,32143,25002,38.13087,-81.25466,Alloy,WV,116
822,Supertel Pipersville,28381,18947,40.42677,-75.1138,Pipersville,PA,188
823,Supertel Verona,29908,38879,34.19519,-88.71209,Verona,MS,165
824,Supertel Houston,22292,77204,29.72168,-95.34356,Houston,TX,194
825,Supertel Fairgrove,13576,48733,43.53306,-83.59029,Fairgrove,MI,221
826,Supertel Lejunior,43593,40849,36.89941,-83.13469,Lejunior,KY,56
827,Supertel Lelia Lake,43567,79240,34.8836,-100.76797,Lelia Lake,TX,272
828,Supertel Stantonsburg,46020,27883,35.59141,-77.80095,Stantonsburg,NC,44
829,Supertel Girard,38998,44420,41.17384,-80.67726,Girard,OH,23
830,Supertel Polk,26485,68654,41.06791,-97.7772,Polk,NE,222
831,Supertel Bakersfield,30128,93311,35.15378,-119.16567,Bakersfield,CA,100
832,Supertel Clarksburg,19293,26301,39.28629,-80.37735,Clarksburg,WV,149
833,Supertel East Stroudsburg,24730,18301,41.03141,-75.18316,East Stroudsburg,PA,24
834,Supertel Upper Tract,42333,26866,38.80493,-79.2512,Upper Tract,WV,220
835,Supertel Fort Lauderdale,15862,33321,26.2121,-80.2697,Fort Lauderdale,FL,182
836,Supertel Valentines,44640,23887,36.56762,-77.81658,Valentines,VA,217
837,Supertel Borden,28942,47106,38.46071,-85.90326,Borden,IN,244
838,Supertel Junction City,2126,96048,40.82613,-123.05594,Junction City,CA,176
839,Supertel Saint Bernard,19493,70085,29.81629,-89.76127,Saint Bernard,LA,23
840,Supertel Lake Preston,8785,57249,44.37111,-97.3646,Lake Preston,SD,124
841,Supertel Brooklyn,43691,39425,31.05633,-89.06322,Brooklyn,MS,152
842,Supertel Washington,20391,20036,38.90705,-77.04155,Washington,DC,239
843,Supertel Wahiawa,22310,96786,21.53733,-158.02331,Wahiawa,HI,246
844,Supertel Sumava Resorts,21506,46379,41.15682,-87.4302,Sumava Resorts,IN,271
845,Supertel Olean,24607,65064,38.40634,-92.47664,Olean,MO,222
846,Supertel Hyde Park,4930,2136,42.25505,-71.12662,Hyde Park,MA,156
847,Supertel Baton Rouge,27905,70808,30.4057,-91.14236,Baton Rouge,LA,61
848,Supertel White Hall,46184,21161,39.65983,-76.56475,White Hall,MD,56
849,Supertel Meridian,39478,39305,32.46392,-88.72465,Meridian,MS,115
850,Supertel Little Mountain,34981,29075,34.19985,-81.37581,Little Mountain,SC,101
851,Supertel Garrison,192,58540,47.62427,-101.72538,Garrison,ND,52
852,Supertel Washington,40843,6793,41.63089,-73.28835,Washington,CT,275
853,Supertel De Mossville,21936,41033,38.77131,-84.46114,De Mossville,KY,52
854,Supertel Monroe,28084,71202,32.39549,-92.05663,Monroe,LA,61
855,Supertel West Point,32388,40177,38.0009,-85.92502,West Point,KY,32
856,Supertel Pioneertown,46364,92268,34.16146,-116.55002,Pioneertown,CA,108
857,Supertel Orleans,5638,48865,43.08785,-85.10725,Orleans,MI,284
858,Supertel Fountain City,15095,47341,39.9741,-84.89361,Fountain City,IN,170
859,Supertel Allamuchy,43655,7820,40.93104,-74.80424,Allamuchy,NJ,283
860,Supertel Bunn,17048,27508,35.95882,-78.25105,Bunn,NC,148
861,Supertel Keldron,39224,57634,45.75231,-101.87895,Keldron,SD,256
862,Supertel Grand Rapids,28877,49525,43.02144,-85.5918,Grand Rapids,MI,20
863,Supertel Waterbury,4431,6706,41.53285,-73.02389,Waterbury,CT,47
864,Supertel Sierra Madre,17991,91024,34.17177,-118.04654,Sierra Madre,CA,20
865,Supertel Salt Lake City,27372,84138,40.76675,-111.88724,Salt Lake City,UT,281
866,Supertel Patch Grove,12202,53817,42.94028,-90.97234,Patch Grove,WI,240
867,Supertel Chicago,43575,60642,41.90193,-87.65804,Chicago,IL,183
868,Supertel Green Cove Springs,2683,32043,29.92991,-81.74304,Green Cove Springs,FL,206
869,Supertel Davenport,34700,24239,37.1136,-82.14577,Davenport,VA,300
870,Supertel Flemington,26764,8822,40.52281,-74.86576,Flemington,NJ,129
871,Supertel New York,49842,10112,40.75891,-73.97904,New York,NY,83
872,Supertel Boulder,28950,80310,40.00465,-105.26254,Boulder,CO,184
873,Supertel Naugatuck,44666,25685,37.79592,-82.31426,Naugatuck,WV,259
874,Supertel Ramsay,37344,49959,46.46987,-89.99803,Ramsay,MI,244
875,Supertel Akron,28466,44321,41.09994,-81.65182,Akron,OH,99
876,Supertel Emmett,17613,83617,43.93303,-116.50368,Emmett,ID,249
877,Supertel Connelly Springs,152,28612,35.6641,-81.53619,Connelly Springs,NC,49
878,Supertel Totowa,26427,7512,40.90385,-74.22118,Totowa,NJ,175
879,Supertel Pike,47214,3780,44.03169,-71.97142,Pike,NH,164
880,Supertel Boonville,19566,13309,43.47398,-75.34103,Boonville,NY,132
881,Supertel Forks,37838,98331,47.77292,-124.1273,Forks,WA,79
882,Supertel Carlisle,46568,17015,40.18392,-77.23234,Carlisle,PA,157
883,Supertel Jamestown,36512,95327,37.84912,-120.4858,Jamestown,CA,143
884,Supertel Savanna,32889,61074,42.12615,-90.13061,Savanna,IL,39
885,Supertel Naples,11517,4055,43.97065,-70.61444,Naples,ME,95
886,Supertel Minturn,21454,81645,39.47634,-106.46779,Minturn,CO,21
887,Supertel Keenes,47957,62851,38.42185,-88.66237,Keenes,IL,194
888,Supertel Southfield,48385,1259,42.07316,-73.23282,Southfield,MA,176
889,Supertel Gilman,10620,5904,44.41597,-71.70762,Gilman,VT,35
890,Supertel Baton Rouge,30907,70815,30.45537,-91.06648,Baton Rouge,LA,41
891,Supertel Bowlus,43200,56314,45.81139,-94.43189,Bowlus,MN,97
892,Supertel Juntura,34751,97911,43.85547,-118.02605,Juntura,OR,142
893,Supertel Girdletree,42599,21829,38.09892,-75.38324,Girdletree,MD,250
894,Supertel Martinsville,22893,8836,40.59705,-74.55446,Martinsville,NJ,39
895,Supertel Tremont,23211,38876,34.21457,-88.23112,Tremont,MS,124
896,Supertel Montevallo,14747,35115,33.12133,-86.89605,Montevallo,AL,176
897,Supertel Hector,24661,14841,42.52699,-76.84249,Hector,NY,176
898,Supertel Green Bay,5590,54313,44.58923,-88.11088,Green Bay,WI,25
899,Supertel Uxbridge,41500,1569,42.05895,-71.63741,Uxbridge,MA,172
900,Supertel Gibson,1443,18820,41.7779,-75.65029,Gibson,PA,44
901,Supertel Montour,1969,50173,41.97461,-92.71044,Montour,IA,167
902,Supertel Brock,15681,68320,40.48148,-95.9533,Brock,NE,106
903,Supertel Burlingame,24365,66413,38.77375,-95.88305,Burlingame,KS,88
904,Supertel Satsuma,7091,32189,29.54991,-81.64819,Satsuma,FL,219
905,Supertel Caney,35250,74533,34.20521,-96.18893,Caney,OK,217
906,Supertel Kapolei,42386,96707,21.36455,-158.08141,Kapolei,HI,215
907,Supertel Wagner,49925,57380,43.03387,-98.28916,Wagner,SD,71
908,Supertel Ivins,5175,84738,37.20987,-113.70888,Ivins,UT,91
909,Supertel Murrells Inlet,43878,29576,33.56952,-79.05076,Murrells Inlet,SC,209
910,Supertel Dunlap,18080,93621,36.8067,-119.13602,Dunlap,CA,96
911,Supertel Olympia,48327,98516,47.09647,-122.78265,Olympia,WA,278
912,Supertel Hennepin,11135,73444,34.4875,-97.38256,Hennepin,OK,290
913,Supertel Fort Collins,46911,80525,40.52795,-105.04249,Fort Collins,CO,83
914,Supertel Louisville,7425,40214,38.15141,-85.78285,Louisville,KY,193
915,Supertel Alden,48716,67512,38.23289,-98.32645,Alden,KS,41
916,Supertel Portlandville,26386,13834,42.54903,-74.96727,Portlandville,NY,209
917,Supertel Niceville,4229,32578,30.50871,-86.4535,Niceville,FL,74
918,Supertel New Baltimore,36195,12124,42.44652,-73.78494,New Baltimore,NY,84
919,Supertel Garrison,25534,52229,42.14609,-92.16884,Garrison,IA,266
920,Supertel Centerville,10030,37033,35.73493,-87.55365,Centerville,TN,271
921,Supertel Greensboro,16234,27409,36.09242,-79.94431,Greensboro,NC,204
922,Supertel McGaheysville,14275,22840,38.38642,-78.73845,McGaheysville,VA,185
923,Supertel Irvington,2134,40146,37.84622,-86.31954,Irvington,KY,235
924,Supertel Forestport,35915,13338,43.49706,-74.97833,Forestport,NY,81
925,Supertel Patterson,12862,31557,31.3745,-82.09711,Patterson,GA,92
926,Supertel Coon Rapids,27853,50058,41.85773,-94.69044,Coon Rapids,IA,32
927,Supertel Port Carbon,40582,17965,40.69919,-76.16536,Port Carbon,PA,111
928,Supertel Medford,1975,73759,36.85815,-97.71362,Medford,OK,212
929,Supertel Howard,14975,16841,41.03399,-77.69011,Howard,PA,64
930,Supertel Asbury,3607,8802,40.6783,-75.02515,Asbury,NJ,47
931,Supertel Adair,39500,61411,40.40105,-90.50544,Adair,IL,274
932,Supertel Rocky Point,27743,11778,40.94312,-72.93073,Rocky Point,NY,74
933,Supertel Keenes,46774,62851,38.42185,-88.66237,Keenes,IL,123
934,Supertel Marcell,26512,56657,47.57237,-93.61544,Marcell,MN,67
935,Supertel Dodge,11225,54625,44.13287,-91.52507,Dodge,WI,55
936,Supertel Hildreth,21571,68947,40.30139,-99.05188,Hildreth,NE,44
937,Supertel Oaks,43663,19456,40.1367,-75.45962,Oaks,PA,213
938,Supertel Skyforest,580,92385,34.21345,-117.23057,Skyforest,CA,62
939,Supertel Riverhead,30252,11901,40.92424,-72.64697,Riverhead,NY,277
940,Supertel Reynolds,47532,58275,47.68956,-97.10609,Reynolds,ND,41
941,Supertel Santa Elena,40075,78591,26.65351,-98.53408,Santa Elena,TX,65
942,Supertel Erie,49530,16501,42.12096,-80.08958,Erie,PA,59
943,Supertel Du Bois,603,62831,38.23042,-89.22167,Du Bois,IL,208
944,Supertel Hillpoint,16414,53937,43.38841,-90.15753,Hillpoint,WI,28
945,Supertel Belle Fourche,24510,57717,44.96667,-103.92396,Belle Fourche,SD,76
946,Supertel Strattanville,25596,16258,41.2307,-79.27217,Strattanville,PA,159
947,Supertel Cameron,45510,54822,45.3944,-91.69995,Cameron,WI,145
948,Supertel Crested Butte,11864,81225,38.94115,-107.00664,Crested Butte,CO,52
949,Supertel Tampa,9077,67483,38.55322,-97.19856,Tampa,KS,138
950,Supertel Sardis,10049,38371,35.42346,-88.2967,Sardis,TN,233
951,Supertel Garfield,25937,87936,32.7544,-107.26284,Garfield,NM,300
952,Supertel Kinzers,48574,17535,40.01224,-76.03813,Kinzers,PA,215
953,Supertel Maywood,31817,60153,41.87984,-87.84389,Maywood,IL,212
954,Supertel Herndon,41312,20170,38.98075,-77.38042,Herndon,VA,206
955,Supertel Sumner,11615,4292,44.37461,-70.44674,Sumner,ME,209
956,Supertel Cape May,36690,8204,38.97131,-74.92054,Cape May,NJ,51
957,Supertel Higginsport,2386,45131,38.78997,-83.96729,Higginsport,OH,162
958,Supertel Alamo,16972,38001,35.81323,-89.15505,Alamo,TN,243
959,Supertel Taft,21433,93268,35.16725,-119.40785,Taft,CA,129
960,Supertel Langhorne,10632,19047,40.18207,-74.91062,Langhorne,PA,103
961,Supertel Los Angeles,23585,90020,34.06638,-118.30986,Los Angeles,CA,141
962,Supertel Ross,21599,94957,37.96343,-122.56174,Ross,CA,248
963,Supertel Carlton,36049,30627,33.98264,-82.96265,Carlton,GA,254
964,Supertel Castle Rock,21643,98611,46.30642,-122.90479,Castle Rock,WA,176
965,Supertel Georgetown,17177,80444,39.63138,-105.73078,Georgetown,CO,61
966,Supertel Uniontown,47604,72955,35.6081,-94.44445,Uniontown,AR,46
967,Supertel Pharr,2274,78577,26.1665,-98.19082,Pharr,TX,225
968,Supertel Leasburg,15446,27291,36.40173,-79.16679,Leasburg,NC,217
969,Supertel Avenal,17820,93204,35.90819,-120.06776,Avenal,CA,140
970,Supertel New Berlin,36974,53146,42.9718,-88.15885,New Berlin,WI,110
971,Supertel Wichita,49781,67230,37.68655,-97.17087,Wichita,KS,260
972,Supertel Normantown,43085,25267,38.85778,-80.94187,Normantown,WV,102
973,Supertel Auburn,31879,30011,34.02281,-83.8364,Auburn,GA,247
974,Supertel Frankenmuth,36594,48734,43.35519,-83.74321,Frankenmuth,MI,279
975,Supertel Fresno,19998,93730,36.90354,-119.75512,Fresno,CA,266
976,Supertel Cochran,3039,31014,32.41439,-83.34504,Cochran,GA,55
977,Supertel Porum,39978,74455,35.36238,-95.26867,Porum,OK,292
978,Supertel Shamokin Dam,24625,17876,40.85571,-76.82319,Shamokin Dam,PA,156
979,Supertel Howe,4072,75459,33.52988,-96.6831,Howe,TX,62
980,Supertel Lindenwood,21458,61049,42.04417,-89.00753,Lindenwood,IL,86
981,Supertel Amarillo,42713,79101,35.20605,-101.83946,Amarillo,TX,36
982,Supertel Science Hill,43157,42553,37.1716,-84.70056,Science Hill,KY,201
983,Supertel Gatlinburg,22435,37738,35.67125,-83.47641,Gatlinburg,TN,79
984,Supertel Ducktown,45721,37326,35.04023,-84.38329,Ducktown,TN,237
985,Supertel Glen Burnie,47812,21061,39.16116,-76.63226,Glen Burnie,MD,211
986,Supertel Scottown,44844,45678,38.60595,-82.37883,Scottown,OH,170
987,Supertel Spencerville,15272,46788,41.27005,-84.90876,Spencerville,IN,93
988,Supertel Amboy,25776,61310,41.69815,-89.34769,Amboy,IL,169
989,Supertel Burke,34367,57523,43.24437,-99.23795,Burke,SD,291
990,Supertel Newhall,329,52315,42.00181,-91.96985,Newhall,IA,88
991,Supertel Ellicott City,38792,21043,39.25759,-76.79773,Ellicott City,MD,75
992,Supertel Mapleton,6259,56065,43.93376,-93.91799,Mapleton,MN,72
993,Supertel Coweta,31990,74429,35.94872,-95.63065,Coweta,OK,213
994,Supertel Little Lake,8275,49833,46.27504,-87.29142,Little Lake,MI,295
995,Supertel Centerville,30582,63633,37.41993,-91.01082,Centerville,MO,39
996,Supertel Ranger,15969,25557,38.09923,-82.16262,Ranger,WV,290
997,Supertel Parrott,20521,39877,31.9183,-84.50647,Parrott,GA,77
998,Supertel Post Falls,8109,83854,47.7267,-116.97511,Post Falls,ID,195
999,Supertel Belcamp,48729,21017,39.47498,-76.23667,Belcamp,MD,143
1000,Supertel New Braunfels,28449,78132,29.76299,-98.19,New Braunfels,TX,22
1001,Supertel Xenia,46689,45385,39.66813,-83.91457,Xenia,OH,275
1002,Supertel Kennedale,43294,76060,32.63987,-97.2161,Kennedale,TX,229
1003,Supertel Ary,7494,41712,37.3744,-83.13751,Ary,KY,102
1004,Supertel Wantagh,8780,11793,40.6462,-73.51024,Wantagh,NY,272
1005,Supertel San Jose,47173,95132,37.41994,-121.79059,San Jose,CA,32
1006,Supertel New Milford,19,7646,40.93368,-74.01956,New Milford,NJ,86
1007,Supertel San Dimas,3393,91773,34.1072,-117.80928,San Dimas,CA,96
1008,Supertel Hernando,38027,38632,34.79973,-90.00629,Hernando,MS,25
1009,Supertel San Antonio,42390,78247,29.58005,-98.41196,San Antonio,TX,260
1010,Supertel Woodward,6367,16882,40.90707,-77.33841,Woodward,PA,167
1011,Supertel Forest Hill,10361,71430,31.06764,-92.53135,Forest Hill,LA,96
1012,Supertel Marlboro,2480,12542,41.60772,-73.99666,Marlboro,NY,101
1013,Supertel Murchison,39072,75778,32.30239,-95.71367,Murchison,TX,291
1014,Supertel Harcourt,28931,50544,42.2537,-94.17042,Harcourt,IA,283
1015,Supertel Pocahontas,8836,24635,37.30683,-81.34962,Pocahontas,VA,49
1016,Supertel Cumming,16187,30028,34.28928,-84.17985,Cumming,GA,202
1017,Supertel Parkersburg,5154,26101,39.23394,-81.57483,Parkersburg,WV,267
1018,Supertel Gurley,4357,69141,41.30409,-102.93602,Gurley,NE,77
1019,Supertel Green Bay,36998,54307,44.47049,-88.0366,Green Bay,WI,160
1020,Supertel Atkins,13648,52206,41.99187,-91.88718,Atkins,IA,158
1021,Supertel Wiley Ford,39121,26767,39.61581,-78.75674,Wiley Ford,WV,258
1022,Supertel Stacy,16008,28581,34.84992,-76.43341,Stacy,NC,288
1023,Supertel Margaretville,30648,12455,42.14871,-74.66334,Margaretville,NY,94
1024,Supertel Tulsa,36285,74145,36.09728,-95.88731,Tulsa,OK,212
1025,Supertel Oakland,44897,78951,29.61361,-96.83746,Oakland,TX,197
1026,Supertel Clearlake,47261,95422,38.97829,-122.6423,Clearlake,CA,286
1027,Supertel Thurmont,5798,21788,39.59429,-77.41958,Thurmont,MD,180
1028,Supertel Rossburg,18313,45362,40.28684,-84.63368,Rossburg,OH,41
1029,Supertel Goessel,19852,67053,38.24728,-97.34545,Goessel,KS,50
1030,Supertel Macclesfield,5984,27852,35.75288,-77.63581,Macclesfield,NC,267
1031,Supertel Death Valley,13270,92328,36.39482,-117.02718,Death Valley,CA,150
1032,Supertel Winston,41117,59647,46.46726,-111.65138,Winston,MT,154
1033,Supertel Houston,1605,77046,29.73438,-95.43301,Houston,TX,21
1034,Supertel Fort Collins,11601,80525,40.52795,-105.04249,Fort Collins,CO,142
1035,Supertel Tucson,37115,85747,32.09318,-110.7723,Tucson,AZ,202
1036,Supertel West Chicago,14854,60185,41.89308,-88.21498,West Chicago,IL,142
1037,Supertel Reading,26969,19611,40.32473,-75.9411,Reading,PA,286
1038,Supertel Keego Harbor,48052,48320,42.61274,-83.33824,Keego Harbor,MI,283
1039,Supertel Monmouth Junction,45759,8852,40.38978,-74.54461,Monmouth Junction,NJ,27
1040,Supertel Morse Bluff,44237,68648,41.40482,-96.78949,Morse Bluff,NE,99
1041,Supertel Immokalee,18180,34142,26.31392,-81.28601,Immokalee,FL,215
1042,Supertel Whitefield,35587,4353,44.2052,-69.6126,Whitefield,ME,291
1043,Supertel Indian Springs,39674,89018,36.57063,-115.66802,Indian Springs,NV,47
1044,Supertel Dallas,23475,75246,32.79296,-96.77322,Dallas,TX,213
1045,Supertel Knob Noster,17105,65336,38.78169,-93.56241,Knob Noster,MO,276
1046,Supertel Grandview,1736,37337,35.78594,-84.86651,Grandview,TN,215
1047,Supertel Cornwall,3938,12518,41.41847,-74.03571,Cornwall,NY,233
1048,Supertel Botkins,44491,45306,40.45856,-84.18575,Botkins,OH,103
1049,Supertel San Francisco,31778,94114,37.75814,-122.43547,San Francisco,CA,197
1050,Supertel Beale Afb,21010,95903,39.11337,-121.37192,Beale Afb,CA,269
1051,Supertel Swampscott,32740,1907,42.47572,-70.90684,Swampscott,MA,299
1052,Supertel Rio Vista,48590,76093,32.21459,-97.40098,Rio Vista,TX,24
1053,Supertel Clover,18519,29710,35.10598,-81.22209,Clover,SC,159
1054,Supertel Mayport,32199,16240,41.03316,-79.22432,Mayport,PA,286
1055,Supertel Reagan,9768,76680,31.18798,-96.80383,Reagan,TX,45
1056,Supertel Pleasant Mount,29847,18453,41.74971,-75.361,Pleasant Mount,PA,46
1057,Supertel Myrtle Beach,3165,29579,33.76052,-78.91463,Myrtle Beach,SC,245
